article,content,target
"牛顿想明白苹果为什么掉地之前,地球引力就存在着。法拉第发明左右手定则之前,电和磁的关系就存在着。你信不信,灵魂、上帝一直与地球引力一样存在着。", ,0
"昨晚,@冯仑 安排我们六人上台。@柳传志 给我们鼓掌。二十年来,他总是以这样的姿势和心在支持着我们曾经的年轻人。", ,0
"万通二十年了,无限感慨,当年我们曾经年轻。有过困难,有过成功,有过欢笑,有过泪水。那时我们都二十多岁。对今天二十多岁年轻人如果说一句话的话,那就是“团结”。", ,0
"昨晚参加&quot;万通二十年&quot;主题叫＂理想丰满＂,不知冯仑为什么要用这个主题？见到一位老朋友,他说微博让一些领导和当官的很担心。我问,担心什么？他：揭露黑暗腐败太多。我：反腐败揭黑暗不正是领导们提倡的吗？应该大力表扬才对。他：担心有人造谣。我：对造谣者可按法律去惩罚吗。", ,0
"刚见到法国大使,她用中文说：今天太忙了,没有学习。我想她是说今天没有学习中文。", ,0
山楂树上的山楂一天比一天红了。, ,0
在山顶祈祷。, ,0
长城。, ,0
雨后的山楂。, ,0
"十年前911发生后@张欣 提议举办一悼念活动＂为无辜死难者送一束鲜花＂。活动正在进行中,公安局和安全局的人把我叫在傍边的房子问话。最后把我带走了,去公安局做笔录。这是我一生中唯一的一次在公安局作笔录。用这种特殊的方式悼念遇难者,祈求和平。（曾在微博上写过,今天再啰嗦一次）", ,0
"实体经济困难重重,想输血帮助它,结果血都被各种金融产品,地下钱庄的高利贷吸收了。这是经济这个机体得病了。要先治病。", ,0
在选择一个行业、一种产品、一份工作时，首先要考虑的是，是不是符合了人类发展的大趋势。这大趋势就是世界大同、人类一体。Internet符合了，我手中的iPad符合了。写着写着变成了＂说教＂，其实只是自己的一点体会，与朋友们分享。, ,0
雨后。, ,0
"老师讲,中国现在的根本制度是人民代表大会制。人民把权利委托给代表,代表们再把权利委托给政府,为了监督政府又把一部分权利委托给了法院和监察院。权利是来自人民的,所以叫人民当家做主。我理解的对吗？", ,0
"秋雨带了凉意,在一比萨店坐下,要了一杯热热的红茶。看周围仿佛回到了唐朝,书本上唐朝,我的印象就是这样,各国的人都有。北京像当年的长安。缺什么呢？缺寺院。还缺什么呢？", ,0
"在北京濛濛小雨中跑步,感受到了童年,感受到了生命的存在感。", ,0
"人的身体那部分不能得到锻炼就会退化、萎缩。人的品德也是如此,没有困难的考验人的精神品德就不会成长。", ,0
请教如何用＂你＂和＂您＂？在朋友间用＂您＂总有疏远的感觉。, ,0
"昨晚下班回家,十分钟的路,汽车在马路上堵了一个多小时,看微博有许多朋友都堵在路上,有人猜是不是又有什么国家的元首来访问,长安街限行了。其实是送&quot;月饼＂的人太多堵了道。", ,0
"刚才遇到我们的销售总监@郭凝遥 。她说,她们组现在缺销售人员。她让我帮她在微博上喊一嗓子。愿意帮助我们销售的朋友们与@郭凝遥 联系。", ,0
"在北京的CBD骑自行车,是在钢铁森林中穿梭。", ,0
"世间的许多不和、纷争、战争都是价值观的冲突。如何才能和平与和谐,我想到了普世价值这个词。", ,0
"@贾樟柯 说：“和《封神榜》里的人物一样,数码时代的潘石屹也有自己的两件护身法宝：一是照相机,二是iPad。”", ,0
"上午开#望京SOHO#的销售表彰大会。销售人员都在忙着工作,网络无处不在。", ,0
"马路上骑自行车和走路的人是弱势群体,他们缺少钢铁的保护。开车的人们尽量不要占用步行道和自行车道。", ,0
"年龄大了,学什么都慢,学一会英语就头疼。年轻朋友们抓紧时间学习,这比什么都重要。", ,0
"对死亡后世界的描述,有过濒临死亡经验的人和先知们的描述是基本一致的,是爱的海洋,是光的海洋,有非常美妙的音乐。让我们为离去的亲人们朋友们祈祷！", ,0
"人本身很脆弱,易受环境的影响和污染。要有信仰,有纪律,工作和生活的环境要整洁。", ,0
政府机关里为什么总有一种森严的、令人生畏的等级观念？年轻人压抑吗？, ,0
"一朋友问我写微博有什么秘诀。我：说真话,不要说假话和空话。", ,0
"收到几份老乡们转给我的信息,都是自己受欺负,让我帮助伸张正义的事。邻里纠纷,打架斗殴都是一时情绪失控后的行为。冤家宜解不宜结。我应该成为老乡们团结之因,而不应增加他们之间的仇恨。所以我没有转发这些信息。我在想这样做对吗？", ,0
"快乐和幸福与场所无关,而是来自于人的内心 http://t.cn/a1qgIX", ,0
"感谢新浪网,感谢@殷智贤 感谢各位提问题的网友,希望下次我们再在一起讨论。", ,0
微博上的朋友们好！殷智贤好！大家有什么问题我和殷智贤可以在这里和大家一起讨论。, ,0
"昨晚梦见我给培训班上台讲微博,请大家解梦。", ,0
"学习班结束,从北京西边回来东边,东边西化,西边中化。", ,0
"结业仪式上请一位大领导来讲话。领导说,我就不长篇大论了,我给你们提几个问题,你们来回答,我们一起讨论。我插话说,分两组抢答比赛。（后来我想这样插话有点不合适）。领导说,行,一共8个问题,前7个问题,每题10分,最后一个问题30分。抢答很热烈。最后,我们组得30分,对方得70分。我们组输了。", ,0
"学习班结束了,送全国各地的朋友们、同学们回家了！临别时,我们都说微博上见！", ,0
"关于死亡,美国一位医生采访了5000多经历过濒临死亡的人。大部分死亡的人感觉自己变成了一个光能量体,有光生物在欢迎他们,很喜乐。只有一组人的濒临死亡的经历是痛苦的,这组人是自杀。这本书名叫≪生命之后的生命≫。", ,0
"用微博前,自己生活在封闭的小世界里,用微博后,与二亿博友在一起,越来越觉的世界广阔,越来越觉得自己的渺小。用微博前是井底之蛙,用微博后从井里飞了出来,看到一个无限的世界。有人在井里,有人在天上。我们要让更多的人从井里出来。", ,0
"卫生部长说,中国大城市每人每年平均要吃30公斤食用油,对健康不好。", ,0
学习时总有＂人民＂这个词，我不理解，它到底包括什么人？不包括什么人？请教一位律师。这位律师说，法律上没有这个词。, ,0
"今天学习班分组讨论,不再用服务员沏茶倒水了,我们自己动手。很小的事,增加了大家的感情,都很高兴。", ,0
"别班一学员问我：干什么工作？我：盖房子,你呢？她很神秘说：搞信息。我把她学员牌的姓名输入＂百度＂,她什么单位,什么年龄上学,学习专业,获过奖,丈夫姓名全出来了。我告诉后,她问：你真是盖房子的？你很适合做情报工作,我们聘你做顾问。我：不用了。回去买个＂苹果＂手机上＂百度＂自己查吧。", ,0
"经济发展了,最重要是教育和医疗。孩子们都能上学,病人都能得到治疗。", ,0
"老师说,中国共产党不是＂七月一日＂成立的,是＂七月二十三日＂。苏联解密文件证实的。", ,0
"老师讲,不能用＂建国以来＂,要用＂新中国成立以来＂。中国建国几千年了。", ,0
"老师讲课,总是把复杂的理论和思想概括成为数字。好记了,缺乏逻辑了。", ,0
"今天陈竺部长讲课后让我主持提问,提问同学很多。我说,先让医生和院长们提问。学校一位领导示意我结束。我又让四位同学提问了。这位领导下课后批评我没有原则。我说,工作在第一线的医生们,来北京直接向部长提问,她们能高兴好几天,我们何乐而不为呢。", ,0
权力应该来自于哪里？A、上级。B、技术和能力。C、品格和榜样的力量。我的答案主要是C。, ,0
"学习让我困惑。读一段圣人曾经的预言,社会进化的过程已经面临着又一决定性转折点。.......一个旧的世界正在逝去,新世界正在挣扎着诞生。这个时代是人类精神的春天。是天苍恩惠倾洒人间的日子。", ,0
"一位当领导的同学问老师,现在发动群众很困难怎么办？你说这可怎么办呢？", ,0
谁能把＂社会主义核心价值体系＂总结出来几个词？好让大家记住。（不要在百度上去查哦。）, ,0
陈竺部长说：＂中国每年因抽烟死亡人口超过100万人。＂朋友们戒烟吧！, ,0
"陈竺部长说,许多让国民健康下降,甚至致残致亡的原因是缺乏常识,如抗生素的滥用、氟中毒等等。为什么就没有人去宣传、普及这些常识呢？", ,0
卫生部部长陈竺在给我们讲《深化医药卫生体制改革》。, ,0
"学习党史总出现＂庶民＂一词,这词与草根有区别吗？", ,0
"一位同学从谈话中看出很反感微博,我问她上过没有,她说没有。我：微博有性格,有情感,有生命,有爱有恨。这就是二亿人民的情感。这里不存在被代表,都是最直接、最真实的表达。", ,0
学习班要求每人都写总结。这可啥办呢？老虎吃天无法下爪。, ,0
一下午我一直琢磨中央为什么要提出＂和谐社会＂。是针对一些人阶级斗争思想、文革思想和冷战思想吗？请教微博上朋友。, ,0
"妈妈常对我说,我们家到农村后一直借别人家的房子住,我们家自己刚盖好房,父亲的脚就骨折了。一天下暴雨,新院的水渠没有挖开。妈妈担心水淹了新房。等妈妈去新院看时,水渠已经被好心邻居挖开。后来一直没有打听出来是谁挖的。", ,0
"社科院李慎明副院长给我们上课《坚持中国特色社会主义,正确应对国内外的机遇与挑战》。", ,0
"未来哪怕是一位山区的农民,他的每项决定都会影响到全球,如空气、河水、粮食是不是被污染等等。国家的每项决定不只是自己国家的事,更会影响到全世界的人。未来如美国这样大国在制定政策时要有中国人参与,反之亦然。", ,0
下午领导在讲《新疆、西藏的反分裂斗争》。, ,0
"中午老师问对学习班建议。我：要讲京剧,更要讲微博。京剧是200年前的微博,微博是今天的京剧。京剧在教化民众,微博是民众自身的觉悟和天赋智慧一步步的成熟。", ,0
"一法院院长在课间休息时告诉我,法官是上微博最少的人群,全国有18万法官。我：法官们更应该上微博,同时也普法。", ,0
上课发现近代许多思想、智慧、艺术、信仰都指向十九世纪中期。, ,0
"今天发改委的领导来讲发展模式的转变。在发展过程中如何让人人参与,人人成为当事人,我想很重要。如土地,不是被动的征地,被拆迁,而是大家一起参与,拆迁户也应该是新发展模式中当事人、建设者。其它所有社会经济发展计划也该如此。人人参与最好方式是市场化。你对发展模式有什么建议？", ,0
"一同学激动的说着,我们要心中想着人民,人民如何困难,我们要帮助人民解决困难。我想,我们就是人民,互相帮助,互相服务。心中不可有任何高人一等的感觉,凌驾于其他人之上。帮助和被帮助,服务和被服务都是平等的。古人说：＂不食嗟来之食。＂", ,0
"什么是＂生旦净丑＂？老师说：相反,熟、夜、杂、美。", ,0
"老师在讲戏剧,讲＂窦娥冤＂、＂牡丹亭＂、＂春闺梦＂......。边讲边唱。", ,0
"我一分钟不敢耽误的认真听课,到现在为至,主要是讲历史。未来如何发展,我们的道路在哪里？还没有人讲,也没有任何的讨论。", ,0
"上世纪初,中国的年青人为了社会进步,独立探求真理。无论主张如何、选择的道路如何。这种精神都值得敬佩。", ,0
"老师讲：＂毛泽东偏科,在长沙读书时历史考了100分,数学只考了17分。＂", ,0
"老师讲：＂抗日战争前共产党5万人军队,抗战胜利后127万人军队,做好了与国内反动派打仗的准备。＂", ,0
世界新秩序中领导力不是来自于金钱、武力、竞选。而是来自于品格和榜样力量。互联网促进新秩序到来。, ,0
"看＜建党伟业＞感触良多,不变则衰,不进则退。", ,0
"刚在电脑上看完了电影＜建党伟业＞,毛泽东借@洪晃 外公章世钊的两万大洋后来还没有还？", ,0
"我们学习班的同学有王安忆、阿来。我是他们的粉丝,他们的作品我都拜读过。", ,0
"在董事会上,独立董事们看完财务报表问我怎么缴这么多的税？我说,大陆是高税区,不能与你们香港比,我们习惯了。", ,0
"刚刚开会选举班委,我主动要求当生活委员,为大家服务。", ,0
"参加＂无党派人士学习班＂,伙食不错。", ,0
"在香港接受媒体采访,我问什么时候能登出来,他们说,下周。比起微博报纸太慢了。", ,0
登机牌直接在手机上。方便、环保。, ,0
@张欣 在向投资者汇报公司业绩。, ,0
"好消息：@任志强 终于答应上＜非你莫属＞节目了,@张绍刚 托付的事办好了。希望任总对应聘者多一些鼓励。不就找份工作吗？用不着哭天抹泪的。", ,0
"在香港,股票分析师、财经记者们问我今年大陆房地产市场的情况。我：正在上演＂猫捉老鼠＂的游戏,政府是猫,开发商是老鼠,现在从一线城市追到了二、三线城市,还未捉住。这些年宏观调控把老鼠训练精了,不容易捉住。", ,0
"今天感谢在给我们银团贷款银行的酒会上。一渣打美女问我,微博会不会成为＂文革＂。我：正好相反,文革是盲目崇拜导致。而微博则是每个人独立探求真理、独立寻找真相。", ,0
"今天又帮助一位年纪大一点朋友开了微博。我们每人能多动员身边更多的人开微博,我们的智慧就增加,进步就会更快,误解就会越来越少。谁动员上微博一人,谁就积了一份德。写着写着怎么像给微博做广告似的。", ,0
"官场与网络、官员与网友从语言到作派各方面差异都很大,如果通过学习、磋商越来越接近社会就会发展和谐。如果差异越来越大就会有麻烦。", ,0
圣人说：＂只有履行正义﹐人才能提升至其真正地位。只有通过团结﹐才能拥有力量。只有经由磋商﹐才能获得福利与幸福。＂, ,0
"赶到香港向市场汇报公司的业绩,相当于“赶考”。每次来香港,董事们、独立董事们、股东们、财经媒体记者们对公司的看法和意见都很重要,每次的业绩公布都是我们一起学习、磋商的过程。", ,0
"金融及金融相关行业,甚至包括房地产行业占经济比重越来越大,像经济体上的大瘤子一样,吸收着其他行业的养份,挤压着其他行业的生存空间。高科技成为了少数公司、国家赚钱的手段,其他众多的人群和国家只是他们的市场和被动使用者。贫富悬殊在国家、公司、个人之间加剧。", ,0
"请建筑专家和爱好者,点评扎哈在北京又一作品。http://t.cn/a0kydS", ,0
"今天上海天气真凉快,比北京凉快。", ,0
"修行不是一条孤独的道路,每当你到达一个新的层次,总有许多古人和今人在那里用他们语言、文字、诗歌欢迎你。这些智慧语言给你力量,与你做伴,给你温暖。但你不到达那里时无法体会。", ,0
"小册子《我用一生去寻找》和《童年的糖是最甜的》出版后,这几年出版界的朋友们邀请我再出一本书。我要不没有时间,有时间时拿起笔来觉得自己已经江郎才尽。今天突然觉得以自己为主,突出自我的这种表达方式就不应该再写出东西,写出的东西也是有害的,对自己有害,对别人也有害。又会是一本成功术。", ,0
"个人的修行是缓慢、曲折、反复的过程,每个人修行又是独特的。如果说有一句醍醐灌顶的话,能把自己从物质世界的烦乱中提升出来的话,那就是：“万物皆属上帝。”", ,0
"向领导们介绍微博。我说,评论微博比写微博重要,转发微博比评论微博更重要,转发形成了＂核裂变＂式的信息传播。", ,0
"上午从新浪出来,@李开复 带我参观“创新工场”,工作条件很不好。但我们看到多少传统的行业在新技术的环境下,不应该存在了,在苟延残喘。而新的行业、新的产品像孵化小鸡一样,在成长,将要破蛋而出。走进我们自己的办公室,条件太好了。", ,0
这里孵化的是人。创新工场。, ,0
"创新工场办公场所,很挤,很有活力。人才挤挤。", ,0
在创新工场的食堂里。, ,0
做任何事都要想着天上有一双明亮、深邃、有洞察力的眼睛看着你。他的确存在着。, ,0
"今天是岳父80岁生日,祝福他。照片是岳父年轻时拍的。@张欣", ,0
石榴也长成型了。, ,0
院子里的花转眼变成了果实。, ,0
"放低自己,周围神圣存在的力量才能帮助你。你放的越低,高低差产生势能就越大,你越容易获得周围力量帮助。相反,你骄傲了就无法获得帮助的力量。", ,0
"在朋友家吃饭之前先祈祷,气氛马上神圣了。", ,0
"夜晚,感受和寻找月光下的美丽。", ,0
我在电影院看＜语路＞。, ,0
北京CBD中的小径。, ,0
"今日北京。忙碌一周了,朋友们出来走走吧。", ,0
"与俩朋友见面。他们俩都说,他们家的保姆是天水人。我说,我们天水人既给北京人盖房子,也给北京人当保姆。朋友们说,您不能这样说。我说,任何为他人和社会的服务都是值得赞赏的,没有什么不要意思的,还希望朋友们善待天水的老乡。", ,0
社会的进步实质是思想的进步 http://t.cn/anXycr, ,0
"昨晚,张绍刚让我请@任志强 和我一起上＜非你莫属＞的节目,任总问我节目怎么样。我说不错。他担心我把他带阴沟里去。哪能呢。网友作证。", ,0
"推荐给朋友们一个小软件Imemorize,背文章很好用,中文、英文什么语言都行。", ,0
"一位老朋友升为一地方领导。他问我有什么建议把这里建设好？我说,人人参与,人人都是当事人。奥运口号：＂我参与,我快乐！＂", ,0
"“事事都要磋商,因磋商让人进入每个问题的深层,并找出正确的解决办法。”这就新世界秩序和旧世界秩序的区别,是新思维和旧思维的区别。", ,0
"“苹果”成了全世界第一大公司,有人说是因为他们的创意。但背后的道理是,他们的产品是“人类一家”理想实现最好的工具。不同国籍、肤色、职业、语言、政党的人都在用“苹果”的产品。看到屏幕就知道对方在做什么,在想什么,成了通用的语言。", ,0
"多少年来人们只关心家里村里的事,上游村子浇地影响了咱村的水磨。后来关心国家的事,抗日、援朝、珍宝岛。现在要关心全世界的事,美国印钱把你的荷包印瘪了。日本核辐射影响你的健康了。石家庄奶粉、河南猪肉影响到每个人的健康和生命。变化是如此快！我们要适应这种变化,不要只想自己的一亩三分地。", ,0
@贾樟柯、@张绍刚、老安、林旭东、新浪视频张国伟、尉迟等人正在评选望京SOHO视频大赛的视频。, ,0
"北京市人大交给每位代表的任务是反映违反换届纪律的人员,谁有确切的人和事,我可以代为反映。但限于北京市,因为我是北京市的人大代表。联系邮箱：pr@sohochina.com 。", ,0
"政府要换届了,要求我们人大代表学习中纪委、中组部的换届纪律。“5个严禁、17个不准、5个一律。”", ,0
"这阵北京CBD瓢泼大雨,你们那里呢？", ,0
"昨天@薛蛮子 的一位朋友告诉我,@薛蛮子 回国想报效祖国,但苦于对中国社会不了解。有了微博,他真正、快速的了解了中国,并积极参与其中。请@薛蛮子 证实？", ,0
"今天中午去“九华山庄”给骨科医生们讲房地产。比较难。我从人体开始讲, 班门弄斧了。", ,0
"晚上一位美国爱乐乐团的朋友来我们家做客。她为大家演奏了梁祝和巴赫的作品,感谢她。", ,0
"这棵树上的梨,每年喜鹊吃掉一大半,剩下得我们吃。", ,0
山楂一天天的长大了！, ,0
"美国人的婚礼和葬礼都有家人、亲人和朋友们讲话,这是重头戏。他们问我中国习俗。我说,烧纸、磕头、喝酒。", ,0
"看＜蓝精灵＞电影,许多镜头都是在纽约中央公园周边拍的,很亲切。", ,0
#望京SOHO#的财务室。, ,0
下班后#望京SOHO#的样板间还有许多客户在洽谈。http://t.cn/apAjtp, ,0
"今天下午我与从甘肃天水山区来的和北京民工学校300多名老师们见面,他们都着最朴素、乡下人常穿的衣服。突然从我们身边走过了几十个女模特,身上穿的都很少。", ,0
今天学习一句英语：＂Glory be to God! 赞美归于上帝！＂, ,0
这是我手表首屏功能。, ,0
"买了一块手表,人见人爱。功能可根据需要随时下载。", ,0
他每周两次义务去中学教书。他在公司中规定开会不要超过7分钟。他永远穿着最廉价的衣服。他在餐厅永远说：“来一杯最便宜的酒”。他是华尔街著名的银行家。他创立了40多种互联网的商业模式。他让所有认识他的人能变的更真实、更有爱。他就是我们朋友Bob lessin。现在正在美国为他举行葬礼。, ,0
"今天又有两位朋友发来短信说,他的朋友要买房子、租房子。请你们查询我们网站,这上面的信息都是最权威的。http://t.cn/apAjtp", ,0
"昨天中午一位投资银行家请我吃饭,从美债、股市、汇率、房地产、限购谈起,最后谈到性教育。他说,他的性教育是从田间地头农村妇女们打情骂俏开始的。我说,我也是。所以不系统,也不科学。", ,0
"无数次的开始学习英语,总是无结而终,为什么呢？我发现每次都是从苹果（apple）、香蕉（banana）、桔子（orange）开始,学习的词与智力不匹配,越来越没有兴趣了。今天学了一句：“Blessed is spot. 祝福在此地。”", ,0
在Green acre夏令营的青少年们。, ,0
"想起在Green acre夏令营的一周,人人都是服务员,人人都是参与者,自己做饭、打扫卫生,来自世界各地的人们心中充满着爱和信任。我的眼窝里常常有感动的泪水。照片是六岁的小男孩在打扫卫生。", ,0
"与朋友晚餐,大家都是相同屏幕。", ,0
"美国成了杨白劳,中国成了黄世仁。到美国和中国走一走、看一看,怎么也不像啊？", ,0
"@老沉 我多次发现在微博有人冒名转发,你们要管一管。要不会出人命的。", ,0
"微博出现是信息传播转折点。之前信息传递是由上至下,级别高的先知道,一步步有控制传达,常有＂传达至县团级＂的字样。记得传达林彪事件时,把我们地主成份的人赶出了会场。微博之后信息是先由大众、草根们知道向外、向上以核裂变的速度传播。你与级别最高领导同一时间得到信息,也许你比他还早。", ,0
债务危机让世界经济如同失去动力的火车 抑制通货膨胀是中国政府的首要任务 http://t.cn/aRaD9u, ,0
祝福在此地！为我们朋友Bob。@张欣 @洪晃ilook, ,0
OMG!, ,0
"“在存在界有矿物、植物、⋯⋯、动物、人、先知、上帝。人的命运和地位是服务。人的高贵取决于他的服务。”一位老师这样告诉我的,不知道出处哪？这句话不是我说的,我没有能力说出这样的话。但这句话给了我力量和智慧。", ,0
还有一位头发比我少的。, ,0
"下午参加易居的活动。什么事只要方便客户,为客户服务就能成功。而不是绕着领导转,为领导服务。", ,0
"我家在农村的那些日子,坏事情总让我们家遇上了。在受到欺负和凌辱时,在感到无奈和无助时,总是相信上天有正义的存在。寻求正义、盼望着正义。今天我才知道,它的确存在,它就是上帝。", ,0
欢迎朋友们、同行们来#望京SOHO#参观、指导！http://t.cn/apAjtp, ,0
"拍照角度重要。看问题角度也很重要,要从社会和历史的角度看问题、思考问题。但也不能流于空泛,要“急切地关注当代的需要,集中讨论这个时代的危机和急需。”要关心当下具体的事、具体的人,把它放在人类历史进步的过程中去思考。", ,0
"中午一家朋友来访,妈妈当着三位孩子的面,对我们说：＂我当年当清洁工时......＂我忽然一阵感动,孩子们不应以父母官职大小、财富多少为荣。任何工作的本质都是服务,人是否高贵取决于他服务的多少。", ,0
"昨天去天津看足球,在路上睡着了,睁开眼看到天津的第一印象。", ,0
"《手机》中好像有句台词：“手机就是一颗手雷。”那么微博就是核武器,它裂变产生出来的杀伤力,表面看是对着红十字会、铁道部什么的。实则是针对整个旧的世界秩序。黑暗、腐败、欺骗、不公将被摧毁。每个人、每个机构都有旧秩序中与生俱来的缺陷。摧毁旧的,建立新的不是靠某权威机构,是靠每一个人。", ,0
"一百年来中国的发展有了大陆、香港和台湾三条不同的道路。这三者互为镜子,看到对方就看到了自己脸上的缺点。现在不以人口排行,不以GDP排行,不以武力排行。认真借鉴对方的经验,对中国社会的进步是难得经验和福份。", ,0
C罗在天津比赛时进球的照片（五）, ,0
C罗在天津比赛时进球的照片（四）, ,0
C罗在天津比赛时进球的照片（三）, ,0
C罗在天津比赛时进球的照片（二）, ,0
"我拍的C罗在天津比赛时进球的照片（一）,共五张。", ,0
"再给朋友们送上一张我拍的卡卡和C罗照片。屋子光线太暗,没有拍好。", ,0
"有人身体素质好,天生是当运动员的料；有人头脑灵活,善于思考；有人有思辨能力、洞察能力⋯⋯。但每个人的灵魂都是来自于上帝的光,在上天面前人人平等。照片送给梅西和卡卡的粉丝们。", ,0
推荐给朋友们一本书。, ,0
"美股暴跌,欧债危机蔓延。", ,0
"请公司的销售人员吃饭,大家谈到公司销售制度的改革,都说好。我也看到有媒体说我们改革失败了。衡量的标准只有一条,就是销售成绩好不好。任何时候永远不变的法则是“不进则退,不变则衰”。唯一不变的只有诚实、公平、公正的原则。希望大家在#望京SOHO#的销售中取得好成绩。http://t.cn/apAjtp", ,0
"村子后山坡不知什么年代建了一座寺,再后来建了一座庙,是家庙,村上人把寺和庙都叫爷寺。建庙剩下木材建了一所学校,最早学校有几名学生,我上学时近一百名学生了,在庙里上课。看村上人偷偷摸摸去烧香拜佛成了我小学生活的一部分。谁说中国人没有信仰,在最艰难岁月里,中国人在到处寻找神圣的力量。", ,0
"纽约街头姑娘穿短裤的多,北京街头姑娘穿裙子多。北京街头男士许多裤带上挂着一大串钥匙,像保管员。", ,0
"看到一张照片,总理向火车追尾遇难者深深鞠躬。旁边的人都随便站着。一堆人在照相、录相,有专业机也有卡片机。看到这张照片,心里很不是滋味。", ,0
"前一条纽约汉堡店名字发错了,以照片为准。", ,0
"纽约一家大的书店要关门了。一个旧时代结束了,一个新的时代开始了。", ,0
"纽约最好吃的汉堡包店“Shakeshake”,门口常常排着长队。推荐给来纽约的朋友们。", ,0
"写微博是不是用心写,大家都能感受到,技巧不重要。新闻发言人是不是用心、真诚回答问题,大家也能感受到,技巧不重要,甚至讲一两句错话,也是能原谅的。不能原谅的是没有真诚的态度,没有用心。", ,0
"中国的问题是如果全球经济陷入萧条,由于通胀压力中国再不可能像08年一样发许多钱去救市。那样的话全球就没有新的增长点。在现有政治、经济秩序无解,没有出路时,一种新的世界秩序将在孕育中。", ,0
"这几天与美国朋友们一起聊,看法如下,美国经济仍疲软,人们不敢花钱,也许会勉强度过危机,但明年经济萧条的可能仍存在,美国失业率9%以上。欧洲的经济无解,不知道出路在哪里？是联合起来还是各干各的。日本经济更是一塌糊涂。新型市场巴西和印度可能未来的通胀会很高,中国在千方百计压通胀。（续）", ,0
在美国。, ,0
纽约。, ,0
“虎妈”请我们吃饭。, ,0
"一位朋友说,她在美国住了十几年回到中国,许多词都听不懂。我说,举例。她说,拉风。我说,我也不知道。", ,0
纽约街头 。, ,0
纽约街头。, ,0
任何时期社会的进步都来自智慧和思想的力量。, ,0
http://t.cn/ajAi9z , ,0
在美国的墓地插着许多国旗。, ,0
在美国缅因洲的河畔。, ,0
"现在国家权高位重者一般是五十多岁、六十岁的人。用微博的人大部分是八零后、九零后。他们之间关系像爷爷和孙子一样,差异太大,他们认为习以为常的事,年轻人坚决不能接受。红十字会、铁道部与微博的冲突就是这两代人冲突的体现。唯有在正义原则和前提下,通过平等对话才能逐渐沟通。", ,0
"在美国有一对很有成就、受人尊敬的夫妇。在别人赞扬丈夫时,妻子总在耳边说：＂Ham and eggs＂。火腿蛋,美国人早上最常见的早餐,很普通,不值得赞扬。", ,0
"夏令营每天有17%的人吃饭有米饭、菜和肉,有17%的人吃米饭和菜,其余的人只吃米饭。分别代表全世界17%的富人,17%的中产阶级,其余是低收入阶层。这一下记住了。", ,0
"十岁左右时一年基本吃素,过年时一吃肉肠胃就受不了,我想以后有钱了也要吃素,吃肉后太难受了。现在习惯了,没肉吃反而不行了。", ,0
"在全球化时代的任何人,无论你是普通人还是国家元首,都要有全球的视野。即便你是一位偏远山区的果农,你在每天每一件工作都要从全球每个人的角度去考虑问题,你使用的农药是否会对环境造成污染,你使用的化肥会不会影响人的健康。等等。", ,0
"对生命的尊重既是对生者的尊重,更是对死者尊重,让死者有尊严的离去。因为灵魂是永恒的,人生命本质是灵魂的。", ,0
"消除仇恨,建立友爱,唯＂万物皆属上帝＂带来的力量。", ,0
你看到什么了？, ,0
"微博是巨大的生命体,每个终端不是冰冷的手机、电脑,是一颗颗充满爱与同情的心。", ,0
"每个时代都有每个时代的先知,人类在这个新时代的先知是巴哈欧拉。他宣示,人类的幼稚期已经过去,目前,它青春期发生的骚乱正在痛楚的准备进入它的成人阶段,成熟期。那时,以往先知们许诺的＂铸剑成犁＂的天国将实现。将实现人类一家的永恒和平。", ,0
"在夏令营一切都是自助,志愿者做饭,志愿者打扫卫生,志愿者当青少年的教师、辅导者。我什么也不会,但会开车。好长时间没有开车了,开车还是很过瘾。", ,0
"明天一早在这些松树下祈祷。要祈祷的事太多了,要多一些时间。", ,0
Green Acre 的黄昏。, ,0
"九十九年前的今天,阿博都巴哈种下了这九颗松树,种好后他对着小树长时间祈祷。", ,0
"没有一个中心,多个中心并存,难免会出现两种情况冲突和疏离。一个具有足够高度的中心,一个超越国家、民族、宗教、肤色、党派、习俗的中心,是建立世界新秩序的关键,这个中心不仅靠人们的努力,还要依靠上天的指引和启示。", ,0
"粉丝们最大的认同,不在于你的聪明、智慧,也不在于你某方面的才华、知识,而是你的价值观,同交朋友一样道理。包括你的错误和缺点都是能宽容的,而不同价值观的人是无法成为粉丝的。", ,0
"这几天在Green Acre学习,希望能明确人生的目标和方向,能获得更多的智慧和力量,能打开自己的眼睛和耳朵（灵性的）。最重要的消除自我,不要在自己狭隘的感受中徘徊,不在小我中浪费时间和精力。忘掉自我,与圣神的力量全然结交。", ,0
"Green Acre 这个院子有一种特殊的精神力量,在黄昏尤其明显。他们组织青少年班的孩子们去寻找这种力量,感受受到祝福的美。", ,0
"100年前这里曾住过一位圣人,阿博都巴哈。今天来这里的人们都小心翼翼,怕把他吵醒,惊动了他。", ,0
"美国梦的一部分,房子、车子。", ,0
"住在美国Green Acre,公共淋浴、公共洗手间,一切都自助。上一个人用后都打扫干干净净。人人都礼貌、谦恭、安静。刚从我们天水村子回来,我家老院旁邻居办了一养猪场,各种昆虫和气味四面飘散。村上从小孩到老人都在喊叫着,似乎不大喊就显不出热情。这一周对我来说真是穿越了。风俗习惯差异很大。", ,0
"Green Acre的夜景。“中国,中国,到中国去！”－阿博都巴哈", ,0
